Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
415090,LINN HEALTH CARE CENTER,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"MAUCH, CYNTHIA",NOT APPLICABLE,since 06/24/2014,"30 ALEXANDER AVENUE EAST PROVIDENCE, RI 02914 (41.822001, -71.364964)",10/01/2018
415097,MANSION NURSING AND REHAB CENTER,104 CLAY STREET,CENTRAL FALLS,RI,02863,DIRECTOR,Individual,"CHOPOORIAN, TERESA",NOT APPLICABLE,since 05/22/1989,"104 CLAY STREET CENTRAL FALLS, RI 02863 (41.883365, -71.389804)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"CURRAN, ALICIA",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415076,JOHN CLARKE RETIREMENT CENTER THE,600 VALLEY ROAD,MIDDLETOWN,RI,02842,OFFICER,Individual,"LITTERICK, DIANE",NOT APPLICABLE,since 04/01/2004,"600 VALLEY ROAD MIDDLETOWN, RI 02842 (41.50408, -71.289022)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"MILLER, SUSAN",NOT APPLICABLE,since 05/25/2007,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,OFFICER,Individual,"STEERE-NOBLES, DIANE",NOT APPLICABLE,since 06/28/2010,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415120,APPLE REHAB CLIPPER,161 POST ROAD,WESTERLY,RI,02891,DIRECTOR,Individual,"HAMBLEY, MARK",NOT APPLICABLE,since 01/21/1985,"161 POST ROAD WESTERLY, RI 02891 (41.350772, -71.782365)",10/01/2018
415081,WESTERLY HEALTH CENTER,280 HIGH STREET,WESTERLY,RI,02891,MANAGING EMPLOYEE,Individual,"ALGIER, EILEEN",NOT APPLICABLE,since 05/12/1993,"280 HIGH STREET WESTERLY, RI 02891 (41.395666, -71.821379)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,MANAGING EMPLOYEE,Individual,"DAROSA, ELIZABETH",NOT APPLICABLE,since 03/16/2015,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415099,PINE GROVE HEALTH CENTER,999 SOUTH MAIN STREET,PASCOAG,RI,02859,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, CHRISTOPHER",NO PERCENTAGE PROVIDED,since 05/20/2010,"999 SOUTH MAIN STREET PASCOAG, RI 02859 (41.936623, -71.681005)",10/01/2018
415081,WESTERLY HEALTH CENTER,280 HIGH STREET,WESTERLY,RI,02891,OPERATIONAL/MANAGERIAL CONTROL,Individual,"MISTO, SUSAN",NOT APPLICABLE,since 12/29/2008,"280 HIGH STREET WESTERLY, RI 02891 (41.395666, -71.821379)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,DIRECTOR,Individual,"STEERE-NOBLES, DIANE",NOT APPLICABLE,since 06/01/2005,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,MANAGING EMPLOYEE,Individual,"HAASE, STEVEN",NOT APPLICABLE,since 06/01/2017,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,DIRECTOR,Individual,"RYAN, DAVID",NOT APPLICABLE,since 11/03/1972,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SANTILLI, LAWRENCE",14%,since 01/01/2013,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"NEWELL, CARL",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415090,LINN HEALTH CARE CENTER,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914,MANAGING EMPLOYEE,Individual,"FLEET, SHIRLEE",NOT APPLICABLE,since 07/13/2015,"30 ALEXANDER AVENUE EAST PROVIDENCE, RI 02914 (41.822001, -71.364964)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MESSIER, JANET",33%,since 07/05/1990,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415086,BROOKDALE SMITHFIELD,171 PLEASANT VIEW AVENUE,SMITHFIELD,RI,02917,OFFICER,Individual,"LESKOWICZ, JOANNE",NOT APPLICABLE,since 04/01/2016,"171 PLEASANT VIEW AVENUE SMITHFIELD, RI 02917 (41.893242, -71.541858)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,DIRECTOR,Individual,"RICHARD, JULIE",NOT APPLICABLE,since 12/01/2007,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415123,CORTLAND PLACE,20 AUSTIN AVENUE,GREENVILLE,RI,02828,MANAGING EMPLOYEE,Individual,"MAXWELL, RAYMOND",NOT APPLICABLE,since 03/17/2014,"20 AUSTIN AVENUE GREENVILLE, RI 02828 (41.876043, -71.555952)",10/01/2018
415126,WINGATE ON BLACKSTONE BOULEVARD,353 BLACKSTONE BOULEVARD,PROVIDENCE,RI,02906,OPERATIONAL/MANAGERIAL CONTROL,Individual,"CUMMINGS, MARK",NOT APPLICABLE,since 12/01/2017,"353 BLACKSTONE BOULEVARD PROVIDENCE, RI 02906 (41.847053, -71.386808)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,MANAGING EMPLOYEE,Individual,"SCHOFIELD, LARAINE",NOT APPLICABLE,since 01/01/2009,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"THOMAS, WILLIAM",5%,since 04/01/2007,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,DIRECTOR,Individual,"WILKIE, SUSAN",NOT APPLICABLE,since 02/01/1994,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415090,LINN HEALTH CARE CENTER,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"RICHARDS, FRANCIS",NOT APPLICABLE,since 06/24/2014,"30 ALEXANDER AVENUE EAST PROVIDENCE, RI 02914 (41.822001, -71.364964)",10/01/2018
415123,CORTLAND PLACE,20 AUSTIN AVENUE,GREENVILLE,RI,02828,OPERATIONAL/MANAGERIAL CONTROL,Organization,PRESTIGE MANAGEMENT LLC,NOT APPLICABLE,since 01/01/1999,"20 AUSTIN AVENUE GREENVILLE, RI 02828 (41.876043, -71.555952)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, DAVID",33%,since 09/01/2012,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"DEWSNAP, SUSAN",NOT APPLICABLE,since 05/12/2015,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 09/01/2012,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415096,BETHANY HOME OF RHODE ISLAND,111 SOUTH ANGELL STREET,PROVIDENCE,RI,02906,OFFICER,Individual,"SARRO, ELIZABETH",NOT APPLICABLE,since 12/20/2013,"111 SOUTH ANGELL STREET PROVIDENCE, RI 02906 (41.829129, -71.383212)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"HYLAND, JUDITH",NO PERCENTAGE PROVIDED,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,DIRECTOR,Individual,"OWENS, NORMA",NOT APPLICABLE,since 06/01/1998,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415090,LINN HEALTH CARE CENTER,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"JOHNSON, KEITH",NOT APPLICABLE,since 06/25/2013,"30 ALEXANDER AVENUE EAST PROVIDENCE, RI 02914 (41.822001, -71.364964)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,MANAGING EMPLOYEE,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 03/02/2015,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS OMG OPERATIONS LLC,100%,since 02/02/2015,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415098,HARRIS HEALTH CENTER LLC,833 BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"HARRIS HEALTH CENTER, LLC",NO PERCENTAGE PROVIDED,since 01/01/1997,"833 BROADWAY EAST PROVIDENCE, RI 02914 (41.818844, -71.368676)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,DIRECTOR,Individual,"ARAGAO, FRANCES",NOT APPLICABLE,since 09/01/2002,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"GUINEY, CARL",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415111,ST CLARE HOME,309 SPRING STREET,NEWPORT,RI,02840,MANAGING EMPLOYEE,Individual,"DAIGNEAULT, MARY BETH",NOT APPLICABLE,since 09/01/1997,"309 SPRING STREET NEWPORT, RI 02840 (41.482541, -71.312714)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,OFFICER,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, SALLY",NO PERCENTAGE PROVIDED,since 11/03/1972,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,OPERATIONAL/MANAGERIAL CONTROL,Organization,GENESIS HEALTHCARE LLC,NOT APPLICABLE,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,1995 DONNA REIS FAMILY TRUST,NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415111,ST CLARE HOME,309 SPRING STREET,NEWPORT,RI,02840,OFFICER,Individual,"KENNEY, ALBERT",NOT APPLICABLE,since 01/01/2011,"309 SPRING STREET NEWPORT, RI 02840 (41.482541, -71.312714)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415090,LINN HEALTH CARE CENTER,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"ONEIL, GALE",NOT APPLICABLE,since 06/25/2013,"30 ALEXANDER AVENUE EAST PROVIDENCE, RI 02914 (41.822001, -71.364964)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,OFFICER,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 11/01/1996,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,OFFICER,Individual,"LABATE, WENDY",NOT APPLICABLE,since 03/02/2015,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415080,BAYBERRY COMMONS,181 DAVIS DRIVE,PASCOAG,RI,02859,PARTNERSHIP INTEREST,Individual,"RYAN, DAVID",NOT APPLICABLE,since 12/20/2007,"181 DAVIS DRIVE PASCOAG, RI 02859 (41.936556, -71.683672)",10/01/2018
415080,BAYBERRY COMMONS,181 DAVIS DRIVE,PASCOAG,RI,02859,MANAGING EMPLOYEE,Individual,"CORNELL, SUSAN",NOT APPLICABLE,since 06/08/2009,"181 DAVIS DRIVE PASCOAG, RI 02859 (41.936556, -71.683672)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,DIRECTOR,Individual,"REINER, TIMOTHY",NOT APPLICABLE,since 06/01/2002,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,DIRECTOR,Individual,"SCHOFIELD, LARAINE",NOT APPLICABLE,since 01/01/2009,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"MORAIS, DEBRA",NOT APPLICABLE,since 05/14/2013,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415099,PINE GROVE HEALTH CENTER,999 SOUTH MAIN STREET,PASCOAG,RI,02859,OFFICER,Individual,"RYAN, CHRISTOPHER",NOT APPLICABLE,since 05/20/2010,"999 SOUTH MAIN STREET PASCOAG, RI 02859 (41.936623, -71.681005)",10/01/2018
415079,TRINITY HEALTH AND REHABILITATION CENTER,4 ST JOSEPH STREET,WOONSOCKET,RI,02895,DIRECTOR,Individual,"FLANAGAN, JAMES",NOT APPLICABLE,since 05/19/2014,"4 ST JOSEPH STREET WOONSOCKET, RI 02895 (41.996882, -71.505102)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FC-GEN OPERATIONS INVESTMENT LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415120,APPLE REHAB CLIPPER,161 POST ROAD,WESTERLY,RI,02891,OPERATIONAL/MANAGERIAL CONTROL,Organization,"APPLE HEALTH CARE, INC.",NOT APPLICABLE,since 05/02/1994,"161 POST ROAD WESTERLY, RI 02891 (41.350772, -71.782365)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"RYAN, DAVID",NOT APPLICABLE,since 09/01/2012,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415080,BAYBERRY COMMONS,181 DAVIS DRIVE,PASCOAG,RI,02859,OPERATIONAL/MANAGERIAL CONTROL,Organization,DAVID RYAN FAMILY ASSOCIATES LLC,NOT APPLICABLE,since 12/20/2007,"181 DAVIS DRIVE PASCOAG, RI 02859 (41.936556, -71.683672)",10/01/2018
415111,ST CLARE HOME,309 SPRING STREET,NEWPORT,RI,02840,OFFICER,Individual,"REILLY, TIMOTHY",NOT APPLICABLE,since 07/01/2010,"309 SPRING STREET NEWPORT, RI 02840 (41.482541, -71.312714)",10/01/2018
415097,MANSION NURSING AND REHAB CENTER,104 CLAY STREET,CENTRAL FALLS,RI,02863,MANAGING EMPLOYEE,Individual,"CHOPOORIAN, TERESA",NOT APPLICABLE,since 12/28/2007,"104 CLAY STREET CENTRAL FALLS, RI 02863 (41.883365, -71.389804)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,DIRECTOR,Individual,"DONOVAN, ERIN",NOT APPLICABLE,since 09/01/2004,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,DIRECTOR,Individual,"RYAN, SALLY",NOT APPLICABLE,since 11/03/1972,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415079,TRINITY HEALTH AND REHABILITATION CENTER,4 ST JOSEPH STREET,WOONSOCKET,RI,02895,OFFICER,Individual,"BARNHILL, JEFFERY",NOT APPLICABLE,since 05/19/2014,"4 ST JOSEPH STREET WOONSOCKET, RI 02895 (41.996882, -71.505102)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,OFFICER,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, SALLY",33%,since 09/01/2012,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,DIRECTOR,Individual,"MESSIER, JANET",NOT APPLICABLE,since 01/28/1993,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SANTILLI, LAWRENCE",8%,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,MANAGING EMPLOYEE,Individual,"PENDLETON, LORI",NOT APPLICABLE,since 08/21/2011,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415086,BROOKDALE SMITHFIELD,171 PLEASANT VIEW AVENUE,SMITHFIELD,RI,02917,PARTNERSHIP INTEREST,Organization,HORIZON BAY REALTY LLC,NOT APPLICABLE,since 08/24/1998,"171 PLEASANT VIEW AVENUE SMITHFIELD, RI 02917 (41.893242, -71.541858)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"BARHAM, LONNIE",NOT APPLICABLE,since 05/12/2015,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,OPERATIONAL/MANAGERIAL CONTROL,Organization,MARQUIS HEALTH SERVICES LLC,NOT APPLICABLE,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"BONE, ARTHUR",NOT APPLICABLE,since 05/14/2013,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"MCCARTNEY, JAMES",NOT APPLICABLE,since 05/12/2009,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415126,WINGATE ON BLACKSTONE BOULEVARD,353 BLACKSTONE BOULEVARD,PROVIDENCE,RI,02906,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SCHUSTER, SCOTT",100%,since 05/01/2016,"353 BLACKSTONE BOULEVARD PROVIDENCE, RI 02906 (41.847053, -71.386808)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,OFFICER,Individual,"RYAN, DAVID",NOT APPLICABLE,since 11/03/1972,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,HCCF MANAGEMENT GROUP XI LLC,NO PERCENTAGE PROVIDED,since 02/02/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,MANAGING EMPLOYEE,Individual,"ZAMBRANO, ANNA",NOT APPLICABLE,since 10/30/2017,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415097,MANSION NURSING AND REHAB CENTER,104 CLAY STREET,CENTRAL FALLS,RI,02863,MANAGING EMPLOYEE,Individual,"CHOPOORIAN, JOHN",NOT APPLICABLE,since 12/28/2007,"104 CLAY STREET CENTRAL FALLS, RI 02863 (41.883365, -71.389804)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"WHITMAN, ARNOLD",NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HEALTHCARE INC,NO PERCENTAGE PROVIDED,since 02/02/2015,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415106,ST ANTOINE RESIDENCE,10 RHODES AVENUE,NORTH SMITHFIELD,RI,02896,DIRECTOR,Individual,"MACERA, MARIO",NOT APPLICABLE,since 02/01/2007,"10 RHODES AVENUE NORTH SMITHFIELD, RI 02896 (42.004302, -71.539929)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,OFFICER,Individual,"REINER, TIMOTHY",NOT APPLICABLE,since 06/01/2009,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415107,KINGSTON CENTER FOR REHABILITATION AND HEALTH CARE,415 GARDNER ROAD,WEST KINGSTON,RI,02892,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, BETH",5%,since 10/01/2016,"415 GARDNER ROAD WEST KINGSTON, RI 02892 (41.547003, -71.61733)",10/01/2018
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,DIRECTOR,Individual,"ROY, JEFFREY",NOT APPLICABLE,since 10/18/2006,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415096,BETHANY HOME OF RHODE ISLAND,111 SOUTH ANGELL STREET,PROVIDENCE,RI,02906,DIRECTOR,Individual,"PARKER, JANE",NOT APPLICABLE,since 06/21/2014,"111 SOUTH ANGELL STREET PROVIDENCE, RI 02906 (41.829129, -71.383212)",10/01/2018
